"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ENNIS REGIONAL MEDICAL CENTER,450833,TX,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-HIP-KNEE-HRRP,369,,0.9264,3.4827,3.7593,12,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"PHYSICIANS CENTRE,THE",450834,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-PN-HRRP,202,,0.9834,13.9058,14.1403,27,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0158,6.9827,6.8742,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-HF-HRRP,213,,0.9892,16.3179,16.4964,34,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-COPD-HRRP,N/A,,0.9844,13.6072,13.8226,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,READM-30-AMI-HRRP,N/A,,0.9966,11.8658,11.9061,Too Few to Report,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-PN-HRRP,635,,1.0824,19.1305,17.6746,127,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-HF-HRRP,748,,1.0795,22.7631,21.0874,176,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-COPD-HRRP,118,,1.0128,20.3709,20.1139,25,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-CABG-HRRP,N/A,,1.0304,12.6599,12.2864,Too Few to Report,07/01/2021,06/30/2024
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,READM-30-AMI-HRRP,199,,1.0373,15.6131,15.0517,33,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-PN-HRRP,466,,0.8793,15.6339,17.7806,64,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-HF-HRRP,371,,0.9956,20.0327,20.1213,74,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-COPD-HRRP,84,,0.9508,17.6006,18.5107,11,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,READM-30-AMI-HRRP,86,,1.0235,11.4547,11.1914,11,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-PN-HRRP,309,,1.0434,18.4663,17.6990,60,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-HF-HRRP,306,,1.0448,22.4568,21.4933,72,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-COPD-HRRP,N/A,,0.9999,20.0132,20.0148,Too Few to Report,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,READM-30-AMI-HRRP,N/A,,0.9651,14.0319,14.5389,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-HF-HRRP,183,,0.9387,17.1904,18.3123,27,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-COPD-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,READM-30-AMI-HRRP,153,,1.1572,15.3182,13.2369,31,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.0748,5.2962,4.9276,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-PN-HRRP,215,,0.9330,15.6449,16.7683,29,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9528,5.0016,5.2496,Too Few to Report,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-HF-HRRP,132,,0.9835,19.8575,20.1906,25,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-COPD-HRRP,N/A,,0.9613,19.3811,20.1624,Too Few to Report,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-CABG-HRRP,N/A,,1.0130,15.2587,15.0625,Too Few to Report,07/01/2021,06/30/2024
HARLINGEN MEDICAL CENTER,450855,TX,READM-30-AMI-HRRP,50,,1.0440,17.3460,16.6156,11,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-HIP-KNEE-HRRP,477,,0.8173,2.9852,3.6524,12,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9659,4.4886,4.6471,Too Few to Report,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-PN-HRRP,291,,0.9893,15.3655,15.5316,44,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-HF-HRRP,333,,0.9914,18.5046,18.6655,61,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-COPD-HRRP,84,,0.9912,17.4433,17.5977,14,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-CABG-HRRP,N/A,,1.0789,10.3886,9.6293,Too Few to Report,07/01/2021,06/30/2024
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,READM-30-AMI-HRRP,96,,1.0281,13.1248,12.7664,14,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-HIP-KNEE-HRRP,899,,0.7587,3.1233,4.1164,25,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-PN-HRRP,N/A,29,0.9834,10.8692,11.0528,Too Few to Report,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON  SOUTHWEST,450865,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-PN-HRRP,99,29,1.0116,12.3946,12.2528,13,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-HIP-KNEE-HRRP,N/A,29,1.0418,5.1724,4.9647,Too Few to Report,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-HF-HRRP,56,29,1.0223,16.9021,16.5337,11,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-COPD-HRRP,N/A,29,1.0164,16.6350,16.3666,Too Few to Report,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ASCENSION SETON NORTHWEST,450867,TX,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-PN-HRRP,160,,0.9309,17.4709,18.7679,23,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.1454,6.0058,5.2433,Too Few to Report,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-HF-HRRP,189,,0.9902,22.0824,22.3004,41,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-COPD-HRRP,N/A,,0.9759,18.9602,19.4289,Too Few to Report,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-CABG-HRRP,N/A,,0.9984,11.3991,11.4173,Too Few to Report,07/01/2021,06/30/2024
DOCTORS HOSPTAL AT RENAISSANCE,450869,TX,READM-30-AMI-HRRP,95,,1.0257,17.4926,17.0540,18,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
USMD HOSPITAL AT ARLINGTON L P,450872,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.2893,5.2289,4.0556,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-HIP-KNEE-HRRP,179,,1.1269,5.3868,4.7801,11,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-PN-HRRP,N/A,,0.9603,13.7718,14.3409,Too Few to Report,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-HF-HRRP,146,,0.9539,18.0534,18.9255,23,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-COPD-HRRP,N/A,,0.9662,16.5825,17.1633,Too Few to Report,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-CABG-HRRP,97,,1.1280,11.2540,9.9773,14,07/01/2021,06/30/2024
LUBBOCK HEART HOSPITAL LP,450876,TX,READM-30-AMI-HRRP,116,,1.0143,10.6130,10.4631,13,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9898,4.7230,4.7718,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-PN-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.8593,3.7448,4.3579,Too Few to Report,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-PN-HRRP,204,,0.9969,15.2976,15.3455,31,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-HF-HRRP,126,,1.0065,21.0502,20.9146,27,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-COPD-HRRP,44,,1.0309,19.7557,19.1628,11,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,READM-30-AMI-HRRP,N/A,,0.9628,14.2252,14.7754,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.1750,5.8601,4.9873,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-HIP-KNEE-HRRP,N/A,,0.9556,4.1893,4.3838,Too Few to Report,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-PN-HRRP,406,,0.9818,14.3367,14.6025,57,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-HIP-KNEE-HRRP,N/A,,1.2185,6.8742,5.6415,Too Few to Report,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-HF-HRRP,276,,0.9849,18.8737,19.1628,51,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-COPD-HRRP,148,,1.0342,17.9322,17.3386,29,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-CABG-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,READM-30-AMI-HRRP,N/A,,1.0170,16.1685,15.8979,Too Few to Report,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-PN-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-HF-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-COPD-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,READM-30-HF-HRRP,111,,1.0406,20.7970,19.9864,26,07/01/2021,06/30/2024
